"show","season","episode","title","imdb_rating","semantic","vibe","mood_tags"
"""Друзья""","5","10","""The One with the Inappropriate Sister""","8.0","Нет информации","""Нет информации""","Нет информации"
"""Друзья""","5","11","""The One with All the Resolutions""","8.8","""Друзья дают новогодние обещания, которые превращают их жизнь в череду испытаний: Росс застревает в кожаных штанах на свидании, а Чендлер мучается, пытаясь ни над кем не шутить. Рэйчел узнает тайну Моники и Чендлера, борясь с желанием посплетничать, а Джоуи безуспешно учится играть на гитаре без гитары. Эпизод об иронии над собственными недостатками и о том, как трудно изменить свою натуру даже ради пари.""","""Абсурд""","""Новогодние обещания, Сплетни, Пари, Неловкость"""
"""Друзья""","5","12","""The One with Chandler's Work Laugh""","8.3","""Росс начинает встречаться с Дженис, надеясь на её поддержку, но утомляет даже её своим нытьем, а Чендлер подлизывается к боссу на теннисном корте, преодолевая азарт Моники. Рэйчел решает не выдавать свою осведомленность о тайне друзей, видя, как им неловко врать. Эпизод о границах дружеских правил, профессиональном притворстве и о том, что порой правда — это слишком тяжелая ноша для того, кто её скрывает.""","""Абсурд""","""Секреты друзей, Правила дружбы, Ирония"""
"""Друзья""","5","13","""The One with Joey's Bag""","8.1","""Фиби наконец встречает своего биологического отца на похоронах бабушки, узнавая истоки мелодии «Драного кота», а Джоуи становится жертвой моды, отказываясь расставаться с «мужской» сумкой. Чендлер пытается деликатно намекнуть Монике на её ужасные массажные навыки. Эпизод о поиске корней, честности в отношениях и о том, что некоторые модные веяния (как и некоторые люди) просто опережают свое время.""","""Уют""","""Встреча с отцом, Семейные тайны, Честность"""
"""Друзья""","5","14","""The One Where Everybody Finds Out""","9.7","""Фиби узнает о романе Моники и Чендлера, запуская цепочку нелепого взаимного троллинга, которая заканчивается первым публичным признанием в любви. Пока друзья играют в «кто первый расколется», Росс раздевается ради квартиры, но в финале становится последним, кто раскрывает тайну. Эпизод о том, как игра в секреты перерастает в искренность, и о моменте, когда дружба уступает место настоящим чувствам.""","""Триумф""","Раскрытие тайны, Признание в любви, Неловкость, Переломный момент"""
"""Друзья""","5","15","""The One with the Girl Who Hits Joey""","8.2","""Росс наконец узнает о романе сестры и друга, сменяя гнев на милость, а Чендлер в панике делает Монике предложение лишь для того, чтобы замять ссору. Джоуи избавляется от драчливой подружки с помощью Рэйчел, пока Росс становится изгоем в новом доме из-за отказа платить за незнакомца. Эпизод об импульсивных жестах, нелепой социальной неловкости и принятии новых семейных связей.""","""Абсурд""","Раскрытие тайны, Неудачное предложение, Травля, Неловкость, Поддержка"""
"""Друзья""","5","16","""The One with the Cop""","8.4","""Джоуи пытается найти любовь, применив тактику «сначала дружба», но по привычке возвращается к старым методам. Росс застревает с новым диваном в подъезде из-за жадности, а Фиби заводит роман с полицейским после нелепой игры в копа. Все это доказывает, что искренние чувства невозможно построить по шаблонным схемам.""","""Абсурд""","""Теория дружбы, Романтика, Нелепость"""
"""Друзья""","5","17","""The One with Rachel's Inadvertent Kiss""","8.1","""Моника пытается доказать лидерство в сексе, изматывая Чендлера, пока Рэйчел раз за разом неловко «домогается» своего потенциального босса в Ralph Lauren. Джоуи проигрывает в погоне за красавицей из дома Росса из-за плохой навигации и самого Росса. Эпизод о нелепых случайностях в карьере, нездоровой конкуренции в любви и о том, как трудно порой найти нужную дверь.""","""Абсурд""","""Карьера, Неловкость, Поиск любви, Недопонимание"""
"""Друзья""","5","18","""The One Where Rachel Smokes""","8.3","""Фиби доводит до абсурда задание заняться стаканчиками и льдом для вечеринки Рэйчел, пока Рэйчел пытается влиться в коллектив через курение. Джоуи и маленький Бен нелепо конкурируют за роль в рекламе супа. Эпизод о профессиональной изоляции, детских обидах взрослых и о том, что даже самые простые поручения могут стать полем для креативной мести.""","""Абсурд""","""Вечеринка, Курение, Рекламные кастинги, Соперничество, Креативность"""
"""Друзья""","5","19","""The One Where Ross Can't Flirt""","8.2","""Росс безуспешно пытается флиртовать с разносчицей пиццы, а Джоуи снимает фальшивую серию детектива, чтобы не расстраивать итальянскую бабушку. Рэйчел теряет серьгу Моники, что приводит к нелепому перекладыванию вины. Эпизод о социальной неуклюжести, искренней лжи во спасение и о том, что даже самые провальные попытки понравиться могут вызвать сочувствие у друзей.""","""Абсурд""","""Неудачный флирт,  Потерянная вещь, Дружба"""
"""Друзья""","5","20","""The One with the Ride Along""","8.5","""Рэйчел и Моника случайно стирают важное сообщение от Эмили, пока парни попадают в нелепую перестрелку (оказавшуюся хлопком двигателя) во время поездки с копом. Росс переживает ложный духовный подъем, а Джоуи «спасает» любимый сэндвич ценой обиды Чендлера. Эпизод о фальшивом героизме, превратностях судьбы и о том, как одна вовремя сказанная ложь может уберечь друга от ошибки.""","""Абсурд""","""Ошибка, Героизм, Утешение"""
"""Друзья""","5","21","""The One with the Ball""","8.9","""Фиби расстается с Гэри в то же утро, когда съезжается с ним, из-за его жестокости к птице, а друзья проводят сутки, перебрасывая мяч друг другу без падения. Рэйчел избавляется от пугающей «лысой» кошки, выгодно перепродав её Гантеру. Эпизод об абсурдных играх на выносливость, крушении романтических иллюзий и о том, что даже самая дорогая покупка может оказаться «змеей» в руках влюбленного фаната.""","""Абсурд""","""Расставание, Одержимость, Ирония"""
"""Друзья""","5","22","""The One with Joey's Big Break""","8.4","""Чендлер ранит чувства Джоуи, усомнившись в его актерском прорыве, а Рэйчел впадает в панику перед глазными каплями, вынуждая друзей применить силу. Фиби злится на Росса за обиду, нанесенную ей в нелепом сне с Камерон Диаз. Эпизод о столкновении иррациональных страхов с бытовыми нуждами и о том, как трудно признать поражение перед теми, кто в тебя не верил.""","""Абсурд""","""Фобия, Ссора, Дорожное приключение, Карьера, Неловкость"""
"""Друзья""","5","23","""The One in Vegas: Part 1""","9.0","""Друзья отправляются в Лас-Вегас, где Моника и Чендлер ссорятся из-за её встречи с Ричардом, а Росс и Рэйчел изводят друг друга мелкими пакостями на борту самолета. Джоуи подрабатывает гладиатором и впадает в безумную одержимость поиском «ручного близнеца». Эпизод о ревности, нелепых совпадениях и азартном хаосе, который начинается еще до приземления в мировой столице развлечений.""","""Абсурд""","""Ревность, Мелкая месть, Недопонимание"""
"""Друзья""","5","24","""The One in Vegas: Part 2""","9.3","""В Лас-Вегасе кипят страсти: Моника и Чендлер едва не женятся на спор, пока Росс и Рэйчел в пьяном угаре совершают самую большую ошибку в жизни, став мужем и женой. Фиби сражается с «затаившейся» старушкой у игровых автоматов, а Джоуи преследует своего «ручного близнеца». Финал сезона, где азарт и алкоголь переворачивают судьбы героев в самый неподходящий момент.""","""Триумф""","""Лас-Вегас, Пьяная свадьба, Азарт, Ошибка"""
"""Друзья""","6","1","""The One After Vegas""","9.0","""После безумной ночи в Вегасе Росс тайно сохраняет брак с Рэйчел, не желая иметь статус трижды разведенного, а Чендлер предлагает Монике съехаться. Джоуи и Фиби весело возвращаются в Нью-Йорк, встречая странных попутчиков. Эпизод о преодолении паники перед будущим, ложных знаках судьбы и начале нового этапа совместной жизни, который буквально выбивает дверь в реальность.""","""Романтика""","""Пьяная свадьба, Переезд, Аннулирование брака, Знаки судьбы, Начало главы"""
"""Друзья""","6","2","""The One Where Ross Hugs Rachel""","8.3","""Росс боится третьего развода и скрывает правду от Рэйчел, пока Лили и Рэйчел со слезами осознают конец своей эпохи совместного проживания. Чендлер и Моника готовятся к переезду. Эпизод о страхе перед будущим, горечи расставания со старыми привычками и о том, как трудно отпустить прошлое, когда все вокруг начинают новую жизнь.""","""Кризис""","""Развод, Конец эпохи, Переезд, Тайны, Страх одиночества"""
"""Друзья""","6","3","""The One with Ross's Denial""","8.5","""Росс совершает глупость, предлагая Рэйчел переехать к нему, пока она не знает об их замужестве, а Чендлер и Моника ведут борьбу за право обустроить квартиру по-своему. Джоуи устраивает абсурдные кастинги для новой соседки. Эпизод о границах личного пространства, попытках удержать любимых людей рядом и о том, как важно уметь идти на компромисс в совместной жизни.""","""Абсурд""","""Переезд, Компромисс, Соседство, Тайный брак, Нелепость"""
"""Друзья""","6","4","""The One Where Joey Loses His Insurance""","8.4","""Росс нелепо имитирует британский акцент на лекциях, пока Рэйчел не раскрывает его тайный брак, а Джоуи играет «умирающего» с настоящей грыжей из-за отсутствия страховки. Фиби переживает за свою жизнь из-за предсказания гадалки, которая умирает сама. Эпизод о постыдных секретах, страхе перед медициной и о том, что правда всегда настигает нас в самый неподходящий момент.""","""""","""Страховка, Раскрытие тайны, Нелепость"""
"""Друзья""","6","5","""The One with Joey's Porsche""","8.2","""Рэйчел и Росс окончательно разводятся после провальной попытки аннулировать брак, осознавая горечь утраченных надежд, а Джоуи притворяется владельцем «Порше», чтобы привлечь женщин. Фиби впадает в хаос, пытаясь в одиночку управиться с тройняшками. Эпизод о столкновении с реальностью, разрушении иллюзий и о том, что быть взрослым сложнее, чем кажется со стороны.""","""Меланхолия""","""Развод, Ответственность, Разочарование"""
"""Друзья""","6","6","""The One on the Last Night""","8.9","""Рэйчел переезжает, и её ссора с Моникой в последнюю минуту сменяется трогательным примирением. Чендлер придумывает абсурдную игру «Стаканчики», чтобы тайно помочь Джоуи с деньгами, но всё портит Росс. Эпизод о конце одной главы и начале другой, о мужской дружбе без лишних слов и о том, что настоящая забота порой прячется за нелепыми выдумками.""","""Уют""","""Переезд, Конец эпохи, Поддержка, Дружба"""
"""Друзья""","6","7","""The One Where Phoebe Runs""","8.6","""Чендлер впадает в панику, пытаясь вернуть всё в квартире на свои места после уборки, боясь гнева Моники, а Рэйчел стыдится странного стиля бега Фиби. Джоуи борется с влечением к новой соседке Жанин. Эпизод о принятии чужих странностей, страхе перед перфекционизмом и о том, что свобода самовыражения порой заканчивается столкновением с лошадью.""","""Абсурд""","""Уборка, Перфекционизм, Страх"""
"""Друзья""","6","8","""The One with Ross's Teeth""","9.0","""Росс пугает спутницу на свидании неестественно белыми зубами, светящимися в темноте, а Рэйчел оказывается в центре офисного скандала из-за слухов о романе с Ральфом Лореном. Джоуи поддается влиянию Жанин, увлекаясь вязанием и ароматами. Эпизод о нелепых попытках улучшить внешность, опасностях сплетен и о том, как трудно сохранить «мужской дух» под натиском женского уюта.""","""Абсурд""","""Сплетни, Карьера, Женское влияние, Неловкость"""
"""Друзья""","6","9","""The One Where Ross Got High""","9.3","""День благодарения превращается в парад разоблачений, когда Моника и Росс выплескивают семейные тайны перед родителями, а Рэйчел по ошибке готовит десерт с мясом. Пока Чендлер восстанавливает свою репутацию, друзья вынуждены давиться нелепым блюдом. Эпизод о том, как одна маленькая ложь из прошлого может годами отравлять жизнь, и о невероятной способности Джоуи съесть что угодно.""","""Уют""","""День благодарения, Раскрытие тайн, Семейные дрязги, Признание"""
"""Друзья""","6","10","""The One with the Routine""","9.1","""Моника и Росс исполняют свой легендарный и нелепый танец «Коронный номер», надеясь попасть в эфир новогоднего шоу, пока Джоуи пытается добиться поцелуя от Жанин. В это время Рэйчел и Фиби подстрекают Чендлера к поиску рождественских подарков. Эпизод о детском энтузиазме, начале нового романа и о том, что искренние чувства важнее того, попадешь ли ты в телевизор или на пленку с киноляпами.""","""Абсурд""","""Рождество, Новый роман, Подарки, Ирония"""
"""Друзья""","6","11","""The One with the Apothecary Table""","8.2","""Рэйчел нелепо врет Фиби о происхождении мебели из Pottery Barn, боясь её осуждения, пока Джоуи вынужден выбирать между новой девушкой и лучшими друзьями. Конфликт Жанин с Моникой и Чендлером перерастает в настоящую вражду, приводя к разрыву и переезду. Эпизод о том, что ложь во спасение часто выглядит глупо, а дружба является фундаментом, который нельзя разрушать ради мимолетных увлечений.""","""Абсурд""","""Дружеский раздор, Ложь, Покупки, Принципы"""
"""Друзья""","6","12","""The One with the Joke""","8.3","""Росс и Чендлер ведут ожесточенный спор за авторство несмешной шутки в журнале, пока Моника и Рэйчел выясняют, кто из них более невыносим в глазах Фиби. Джоуи тайно подрабатывает официантом, боясь признаться друзьям в безденежье. Эпизод о мужском тщеславии, женских обидах и о том, как легко отказаться от своих слов, когда они оказываются оскорбительными.""","""Абсурд""","""Карьера, Обида, Тщеславие, Женская дружба"""
"""Друзья""","6","13","""The One with Rachel's Sister""","8.1","""Сестра Рэйчел, Джилл, заигрывает с Россом, вызывая у Рэйчел панику и ревность, а больная Моника пытается соблазнить Чендлера, чтобы доказать свою неуязвимость. Джоуи раздает бесплатную еду симпатичным клиенткам, рискуя работой. Эпизод о семейных манипуляциях, страхе перед слабостью и о том, как трудно сохранять нейтралитет, когда твои близкие начинают встречаться между собой.""","""Абсурд""","""Ревность, Карьера, Манипуляция, Неловкость"""
"""Друзья""","6","14","""The One Where Chandler Can't Cry""","8.8","""Росс благородно отвергает сестру Рэйчел ради призрачного шанса на их общее будущее, а Чендлер наконец-то учится плакать, вдохновившись их историей. Фиби с ужасом узнает, что Урсула снимается в порно под её именем. Эпизод о скрытых надеждах, эмоциональном раскрепощении и о том, что настоящие чувства — это когда ты ставишь счастье другого выше своей сиюминутной выгоды.""","""Меланхолия""","""Эмоции, Семейные тайны, Жертвенность, Отношения"""
"""Друзья""","6","15","""The One That Could Have Been: Part 1""","8.9","""Друзья представляют, как сложилась бы их жизнь в параллельной реальности: Росс пытается спасти брак с Кэрол сексом втроем, а Моника остается 30-летней девственницей с лишним весом. Чендлер подрабатывает ассистентом у успешного актера Джоуи, пока Фиби превращается в жесткого брокера-трудоголика. Эпизод о превратностях судьбы и о том, что даже в других обстоятельствах герои всё равно нашли бы путь друг к другу.""","""Абсурд""","""Параллельная реальность, Альтернативная история, Тщеславие, Карьера, Судьба"""
"""Друзья""","6","16","""The One That Could Have Been: Part 2""","9.0","""В продолжении альтернативной реальности Росс осознает крах своего брака во время неловкого секса втроем, а Рэйчел разоблачает измену Барри. Моника и Чендлер находят любовь в дружбе, даже если она началась как интрижка на одну ночь. Эпизод о том, что настоящие чувства неизбежны, а честность с самим собой — единственный способ обрести счастье в любой версии жизни.""","""Меланхолия""","""Параллельная реальность, Осознание, Начало любви, Судьба, Ирония"""
"""Друзья""","6","17","""The One with Unagi""","9.2","""Росс пытается доказать превосходство своего метода «Унаги», но становится жертвой собственных пугалок и нелепых нападений, а Чендлер дарит Монике старую кассету от Дженис под видом самодельного подарка. Джоуи проваливает аферу с подставным близнецом. Эпизод о фальшивом мастерстве, лени в любви и о том, что тотальная осведомленность не спасает от праведного женского гнева.""","""Абсурд""","""Неудачный подарок, Самооборона, Нелепость"""
"""Друзья""","6","18","""The One Where Ross Dates a Student""","8.3","""Росс начинает запретный роман со своей студенткой Элизабет, рискуя карьерой, а пожар в квартире Фиби заставляет её и Рэйчел поменяться местами в гостях. Рэйчел неожиданно влюбляется в хаотичный быт у Джоуи, пока Фиби страдает от тирании Моники. Эпизод о нарушении правил, поиске комфорта в неожиданных местах и о том, как одна забытая плойка может изменить жилищные условия всей компании.""","""Абсурд""","""Запретный роман, Пожар, Правила, Переезд"""
"""Друзья""","6","19","""The One with Joey's Fridge""","8.4","""Джоуи пытается заставить друзей оплатить покупку нового холодильника через нелепые обвинения, а Росс впадает в ревность, узнав, что его молодая подруга Элизабет уезжает на весенние каникулы. Друзья соревнуются, кто подберет Рэйчел лучшего кавалера для бала, в итоге отпугивая всех кандидатов. Эпизод об эгоизме, паранойе в отношениях с разницей в возрасте и о том, как благие намерения друзей превращаются в абсурдную конкуренцию.""","""Абсурд""","""Ревность, Сватовство, Весенние каникулы, Соперничество"""
"""Друзья""","6","20","""The One with Mac and C.H.E.E.S.E.""","8.2","""Чендлер едва не рушит карьеру Джоуи, забыв передать сообщение о переносе прослушивания на роль в сериале про робота. Друзья погружаются в воспоминания о прошлых ошибках и ссорах, пока Джоуи разыгрывает Чендлера перед объявлением о своем успехе. Эпизод о важности мелочей, крепости мужской дружбы и о том, что даже после самых крупных промахов друзья всегда найдут повод для неловкого, но искреннего объятия.""","""Уют""","""Карьера, Ошибка, Воспоминания, Дружба, Объятия"""
"""Друзья""","6","21","""The One Where Ross Meets Elizabeth's Dad""","8.3","""Росс пытается впечатлить сурового отца своей студентки, пока Рэйчел невольно выдает все тайны о его трех разводах. Фиби изводит Монику и Чендлера, записывая их ссоры в книгу, а Джоуи заключает сделку с техником-роботом, обучая его пикапу ради сохранения работы. Эпизод о нелепых разоблачениях, социальном шпионаже и о том, как трудно казаться лучше, чем ты есть, когда рядом друзья.""","""Абсурд""","""Неловкость, Карьера, Раскрытие тайн, Сделка, Отношения"""
"""Друзья""","6","22","""The One Where Paul's the Man""","8.5","""Росс шантажирует отца своей девушки, увидев его нелепый танец в зеркале, а Чендлер тайно планирует предложение Монике, притворяясь напуганным свадебными хлопотами. Джоуи попадает в черный список химчистки, пытаясь вернуть былую славу. Эпизод об искусстве манипуляции, секретных планах на будущее и о том, что даже самые неловкие моменты могут стать ключом к успеху.""","""Триумф""","""Шантаж, Свадебные планы, Тайное предложение, Тщеславие, Неловкость"""
"""Друзья""","6","23","""The One with the Ring""","9.1","""Чендлер покупает кольцо для Моники, преодолевая нелепые препятствия и обиды друзей, которые не знают о его планах. Рэйчел расстается с отцом Элизабет из-за его чрезмерной слезливости, вызванной воспоминаниями о детстве. Эпизод о важности доверия в дружбе, поиске идеального символа любви и о том, что даже самые брутальные мужчины могут оказаться неожиданно ранимыми.""","""Романтика""","""Предложение, Мужская дружба, Эмоции, Секреты"""
"""Друзья""","6","24","""The One with the Proposal: Part 1""","9.5","""Чендлер планирует предложение, но появление Ричарда рушит момент, вынуждая его притворяться противником брака, что ставит их отношения под угрозу. Росс окончательно осознает незрелость Элизабет после водных процедур, а Джоуи по ошибке покупает яхту на аукционе. Эпизод о фатальном невезении, разрушении иллюзий и о том, как старая любовь может внезапно встать на пути к будущему.""","""Кризис""","""Неудачное предложение, Разрыв, Недопонимание"""
"""Друзья""","6","25","""The One with the Proposal: Part 2""","9.7","""Чендлер и Моника наконец обручаются после череды драматических преград и возвращения Ричарда, устраивая друг другу самое трогательное предложение при свечах. Тем временем Рэйчел и Фиби распределяют друзей в качестве «запасных вариантов» на случай одиночества в 40 лет. Финал сезона, где любовь побеждает страх, а искренность оказывается сильнее любых хитроумных планов.""","""Романтика""","""Помолвка, Предложение, Запасной вариант"""
"""Друзья""","7","1","""The One with Monica's Thunder""","8.7","""Ночь помолвки Моники омрачается ссорой с Рэйчел, которая «крадет её триумф», поцеловавшись с Россом на фоне собственной грусти. Джоуи нелепо пытается омолодиться ради роли 19-летнего, а Фиби навязывает свои услуги музыканта на свадьбу. Эпизод о женской конкуренции, страхе остаться позади и о том, как важно давать близким их законный момент славы.""","""Абсурд""","""Помолвка, Украденный триумф, Ссора, Ревность, Омоложение"""
"""Друзья""","7","2","""The One with Rachel's Book""","8.4","""Моника и Чендлер спорят об использовании его сбережений на свадьбу, в итоге выбирая будущую жизнь вместо одного дня торжества. Рэйчел разыгрывает Джоуи из-за эротического романа, а Росс проваливает подработку массажистом, напугав пожилого клиента. Эпизод о расстановке приоритетов в отношениях, семейных бюджетах и о том, что мечты о будущем важнее пышных праздников.""","""Уют""","""Свадебный бюджет, Планы на будущее, Розыгрыш, Компромисс"""
"""Друзья""","7","3","""The One with Phoebe's Cookies""","8.3","""Моника отчаянно пытается разгадать секретный рецепт печенья Фиби, который оказывается обычной инструкцией с пачки Nestle, а Рэйчел обнаруживает в себе черты сурового отца, обучая Джоуи парусному спорту. Чендлер попадает в череду постыдных ситуаций в бане с будущим тестем. Эпизод о семейном наследии, страхе повторить ошибки родителей и неловкости сближения с новой семьей.""","""Абсурд""","""Неловкость, Наследие, Юмор"""
"""Друзья""","7","4","""The One with Rachel's Assistant""","8.2","""Рэйчел совершает ошибку, нанимая неопытного, но красавца Тэга своим ассистентом, пока Джоуи теряет роль и возвращается в «Дни нашей жизни» в образе героя в коме. Моника, Чендлер и Росс устраивают войну постыдных секретов, припоминая друг другу всё — от инцидентов в Диснейленде до чужого белья. Эпизод об опасностях тщеславия, необдуманных кадровых решениях и хрупкости личных тайн.""","""Абсурд""","""Карьера, Секреты, Неловкость, Тщеславие"""
"""Друзья""","7","5","""The One with the Engagement Picture""","8.6","""Моника не может получить удачное фото для газеты из-за нелепой улыбки Чендлера, в итоге заменяя его на Джоуи. Росс и Фиби втягиваются в чужой развод, яростно защищая своих новых партнеров, которые в итоге мирятся. Рэйчел безуспешно пытается контролировать личную жизнь Тэга. Эпизод об абсурдном переносе чужих проблем на себя и о том, что для идеального кадра иногда не нужен жених.""","""Абсурд""","""Неудачное фото, Ревность, Чужие ссоры, Карьера, Нелепость"""
"""Друзья""","7","6","""The One with the Nap Partners""","8.9","""Рэйчел и Фиби соревнуются за роль подружки невесты, пока Чендлер извиняется перед бывшей за свою подростковую поверхностность. Джоуи и Росс случайно находят идеальный совместный сон, который оборачивается неловкостью перед друзьями. Эпизод о преодолении старых комплексов, тяготах предсвадебной подготовки и о том, что даже самые странные привычки друзей могут быть источником уюта.""","""Уют""","""Страхи прошлого, Дружба, Неловкость"""
"""Друзья""","7","7","""The One with Ross's Library Book""","8.1","""Моника и Чендлер избавляются от навязчивой Дженис с помощью безумного вранья, а Росс пытается спасти честь своей диссертации от влюбленных студентов, но сам попадается на горячем. Джоуи впервые сталкивается с тем, что девушка отвергает его первой. Эпизод об иронии судьбы, тщетности борьбы за академический престиж в мире страсти и о том, что даже у Джоуи бывают неудачные свидания.""","""Абсурд""","""Разочарование, Отношения, Ирония"""
"""Друзья""","7","8","""The One Where Chandler Doesn't Like Dogs""","8.2","""День благодарения полон нелепостей: Чендлер борется со своим тайным страхом собак, а Росс морит себя голодом, пытаясь вспомнить все штаты США. Рэйчел наконец целует Тэга после череды неловких признаний. Эпизод об иррациональных фобиях, интеллектуальной одержимости и о том, что праздничная суматоха — лучшее время для решительных шагов в личной жизни.""","""Уют""","""День благодарения, Фобия, Первый поцелуй, Собака"""
"""Друзья""","7","9","""The One with All the Candy""","8.5","""Моника пытается подкупить соседей домашними сладостями, но становится жертвой их жадности, а Рэйчел едва не теряет работу из-за глупой шутки в анкете Тэга. Росс дарит Фиби её первый велосипед и трогательно учит её кататься. Эпизод о границах доброты, профессиональных рисках и о том, как важно исполнять детские мечты друзей, даже если они никогда в них не признавались.""","""Уют""","""Карьера, Соседи, Забота"""
"""Друзья""","7","10","""The One with the Holiday Armadillo""","9.0","""Росс создает нелепого «Праздничного Броненосца», чтобы обучить сына Хануке, пока Фиби безуспешно пытается выселить Рэйчел от Джоуи с помощью барабанов и пауков. В итоге Рэйчел остается у Джоуи из-за ошибки строителей, а в квартире Росса встречаются Броненосец, Санта и Супермен. Эпизод об уважении к традициям, превратностях соседства и о том, что дружба — это лучший подарок к любому празднику.""","""Уют""","Рождество, Ханука, Соседство, Дружба"""
"""Друзья""","7","11","""The One with All the Cheesecakes""","8.8","""Чендлер и Рэйчел впадают в пищевое безумие, воруя и поедая лучший чизкейк прямо с пола в коридоре, а Фиби разрывается между дружбой с Джоуи и мимолетным свиданием с «любовью всей жизни» Дэвидом. Моника врывается на свадьбу кузины, чтобы узнать причину своей немилости. Эпизод о соблазнах, моральных дилеммах и о том, что настоящая дружба прощает даже самые глупые предательства.""","""Абсурд""","""Трудный выбор, Незваные гости, Дружба, Одержимость"""
"""Друзья""","7","12","""The One Where They're Up All Night""","8.9","""Бессонная ночь оборачивается хаосом для всех друзей: Росс и Джоуи застревают на крыше, Фиби ведет безуспешную войну с пожарной сигнализацией, а Рэйчел и Тэг устраивают шпионские игры в пустом офисе. Чендлер и Моника пытаются найти баланс между близостью и сном. Эпизод о бытовом абсурде и о том, как одна маленькая оплошность может запустить цепочку нелепых ночных приключений.""","""Абсурд""","""Бессонница, Карьера, Нелепость"""
"""Друзья""","7","13","""The One Where Rosita Dies""","8.0","""Джоуи оплакивает сломанное кресло «Розиту», пока Чендлер невольно подменяет его своим, а Моника получает в подарок от отца «Порше» в качестве извинения за испорченные детские вещи. Фиби, работая в телемаркетинге, совершает чудо, спасая человека от самоубийства по телефону. Эпизод о материальных ценностях как символах любви и о том, что даже случайный звонок может изменить чью-то судьбу.""","""Уют""","""Спасение жизни, Дружба"""
